gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Male,"(25, 35]",No,0,34.108833,-118.229715,0,21,Offer D,Yes,44.01,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,416.4,No,No,924.21,1340.61,Stayed
Female,"(45, 55]",No,0,37.5923,-120.853288,0,9,Offer E,Yes,24.52,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,71.0,672.55,Yes,No,220.68,884.88,Churned
Female,"(25, 35]",No,0,33.83796,-117.870494,0,1,Offer E,Yes,4.13,No,Yes,Fiber Optic,51.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75.3,75.3,No,No,4.13,79.43,Churned
Female,"(18, 25]",No,0,39.531028,-121.24807,0,8,Offer E,Yes,45.04,No,Yes,DSL,73.0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,64.1,504.05,No,Yes,360.32,874.37,Stayed
Male,"(65, 100]",No,0,41.924174,-123.260788,0,17,Offer D,Yes,17.26,No,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.8,1752.45,Yes,Yes,293.42,2108.72,Stayed
Male,"(18, 25]",No,1+,37.581496,-119.972762,0,17,Offer D,Yes,45.92,No,Yes,DSL,73.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,80.85,1445.95,No,Yes,780.64,2276.59,Stayed
Female,"(45, 55]",No,0,34.195685,-118.490752,0,15,Offer D,No,25.584371102988605,No,Yes,DSL,23.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,38.8,603.0,No,No,0.0,603.0,Stayed
Male,"(18, 25]",No,0,33.03679,-115.60503,0,62,Offer B,Yes,33.68,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,No,No,2088.16,3289.81,Stayed
Female,"(25, 35]",Yes,0,38.392686,-120.415951,1,13,Offer D,Yes,29.49,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,43.8,592.65,No,No,383.37,976.02,Stayed
Male,"(55, 65]",No,0,34.098275,-117.967399,0,68,Offer A,Yes,11.5,Yes,Yes,DSL,29.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,No,No,782.0,6664.75,Stayed
Female,"(18, 25]",Yes,0,34.046174,-118.446333,1,58,Offer B,Yes,48.98,Yes,Yes,Cable,76.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,59.9,3505.1,No,No,2840.84,6345.94,Stayed
Female,"(45, 55]",No,1+,37.28682,-121.723877,0,19,Offer D,Yes,36.48,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,No,No,693.12,1990.92,Stayed
Male,"(18, 25]",Yes,1+,34.146635,-118.139225,0,13,Offer D,Yes,6.18,No,Yes,Cable,59.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.8,559.2,Yes,Yes,80.34,692.05,Stayed
Female,"(45, 55]",No,0,37.59485,-122.051521,0,31,Offer C,Yes,6.33,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,2806.9,Yes,No,196.23,2961.95,Churned
Female,"(25, 35]",Yes,1+,33.956228,-118.120993,2+,71,Offer A,Yes,12.22,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1389.35,No,No,867.62,2256.97,Stayed
Female,"(55, 65]",No,0,33.254497,-117.285879,0,61,Offer B,Yes,5.55,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.1,6993.65,No,No,338.55,7332.2,Stayed
Male,"(65, 100]",Yes,0,36.545322,-119.642281,1,7,Offer E,Yes,21.91,Yes,Yes,Cable,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,No,No,153.37,797.72,Churned
Male,"(55, 65]",Yes,1+,39.176595,-121.291692,1,13,Offer D,Yes,44.05,No,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.0,1334.45,No,No,572.65,1907.1,Stayed
Female,"(35, 45]",No,0,38.512569,-121.495184,0,56,Offer B,Yes,32.88,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,No,No,1841.28,2893.18,Stayed
Male,"(45, 55]",Yes,0,38.336216,-120.76901,2+,22,Offer D,Yes,37.8,No,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.7,1914.9,No,No,831.6,2746.5,Churned
Male,"(45, 55]",Yes,1+,33.162624,-117.170863,2+,32,Offer C,No,25.584371102988605,No,Yes,DSL,53.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,36.25,1151.05,No,No,0.0,1151.05,Stayed
Male,"(25, 35]",No,0,34.250069,-117.393949,0,72,Offer A,Yes,44.46,Yes,Yes,DSL,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,No,No,3201.12,9403.07,Stayed
Male,"(35, 45]",Yes,1+,38.625096,-121.383658,2+,43,Offer B,Yes,14.97,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,776.25,Yes,No,643.71,1410.48,Stayed
Female,"(55, 65]",No,0,34.037251,-118.423573,0,61,Offer B,Yes,19.58,Yes,Yes,DSL,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.65,5321.25,No,No,1194.38,6515.63,Stayed
Female,"(45, 55]",Yes,0,34.052842,-118.264495,2+,69,Offer A,Yes,33.23,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.25,7895.15,No,No,2292.87,10188.02,Stayed
Female,"(18, 25]",No,0,32.636792,-117.054989,0,3,Offer E,Yes,1.24,No,Yes,DSL,52.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.35,165.2,No,No,3.72,168.92,Churned
Female,"(65, 100]",No,0,35.236549,-120.727344,0,52,Offer B,Yes,11.01,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,108.1,5839.3,No,No,572.52,6411.82,Stayed
Female,"(18, 25]",No,0,34.137411,-118.328915,0,1,Offer E,Yes,44.36,No,Yes,DSL,58.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.9,54.9,No,No,44.36,99.26,Churned
Male,"(55, 65]",No,0,34.015481,-118.493231,0,62,Offer B,Yes,38.33,No,Yes,Cable,30.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.3,4698.05,No,No,2376.46,7074.51,Stayed
Female,"(35, 45]",No,0,33.873395,-118.37019,0,54,Offer B,Yes,10.83,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.5,1035.7,No,No,584.82,1620.52,Stayed
Female,"(35, 45]",No,0,36.689582,-121.758398,0,15,Offer D,Yes,16.82,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,1457.25,No,No,252.3,1709.55,Churned
Female,"(18, 25]",No,0,41.33832,-122.290756,0,19,Offer D,No,25.584371102988605,No,Yes,DSL,59.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.7,710.05,No,Yes,0.0,820.05,Stayed
Male,"(35, 45]",No,0,33.964131,-118.272783,0,2,Offer E,Yes,10.47,No,Yes,DSL,21.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.85,108.15,No,No,20.94,129.09,Churned
Male,"(18, 25]",No,0,39.061227,-120.179546,0,5,Offer E,No,25.584371102988605,No,Yes,DSL,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,51.0,305.95,No,No,0.0,305.95,Churned
Male,"(45, 55]",No,0,34.281911,-118.556218,0,1,Offer E,Yes,48.58,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,No,No,48.58,94.78,Churned
Female,"(55, 65]",Yes,0,33.929704,-118.01208,2+,71,Offer A,Yes,9.44,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,No,No,670.24,8748.34,Stayed
Male,"(45, 55]",Yes,0,36.689582,-121.758398,1,4,Offer E,Yes,14.3,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,No,No,57.2,376.35,Churned
Male,"(65, 100]",Yes,0,34.506627,-118.699048,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,No,No,1139.4,4161.0,Churned
Male,"(35, 45]",No,0,33.634626,-117.874882,0,5,Offer E,Yes,42.52,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.65,93.55,No,No,212.6,306.15,Stayed
Male,"(25, 35]",No,0,34.245289,-117.642503,0,10,Offer D,Yes,1.98,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,193.05,No,No,19.8,212.85,Stayed
Female,"(65, 100]",No,0,38.883224,-121.15918,0,2,Offer E,No,25.584371102988605,No,Yes,DSL,13.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,No,No,0.0,78.65,Churned
Female,"(25, 35]",No,0,35.536115,-120.739231,0,14,Offer D,Yes,36.25,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.0,914.0,No,No,507.5,1421.5,Churned
Male,"(35, 45]",Yes,1+,34.281911,-118.556218,1,68,Offer A,Yes,35.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1377.7,Yes,No,2440.52,3789.24,Stayed
Male,"(18, 25]",No,0,40.664483,-123.865325,0,60,Offer B,Yes,44.24,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,No,No,2654.4,9703.9,Stayed
Male,"(25, 35]",Yes,1+,41.813521,-121.492666,2+,10,Offer D,Yes,4.16,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.4,253.9,No,No,41.6,295.5,Stayed
Female,"(45, 55]",No,0,37.768881,-122.395521,0,6,Offer E,Yes,21.91,No,Yes,DSL,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,No,No,131.46,419.51,Churned
Male,"(25, 35]",No,0,39.381174,-121.21191,0,58,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,No,Yes,2386.12,8645.72,Churned
Female,"(55, 65]",No,0,39.84784,-122.544556,0,16,Offer D,Yes,42.73,Yes,Yes,DSL,23.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,No,Yes,683.68,1760.73,Stayed
Female,"(25, 35]",No,0,33.667145,-117.732135,0,29,Offer C,No,25.584371102988605,No,Yes,Cable,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,No,No,0.0,926.2,Stayed
Female,"(65, 100]",Yes,0,35.996923,-120.000951,2+,52,Offer B,Yes,27.74,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,No,Yes,1442.48,7154.33,Stayed
Male,"(55, 65]",Yes,1+,36.296851,-117.865469,2+,4,Offer E,No,25.584371102988605,No,Yes,DSL,53.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,No,No,0.0,156.1,Stayed
Female,"(55, 65]",No,0,39.913777,-122.289984,0,5,Offer E,Yes,41.93,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,92.05,No,No,209.65,301.7,Stayed
Female,"(45, 55]",No,0,41.096569,-121.879082,0,68,Offer A,Yes,9.82,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.5,1821.8,Yes,No,667.76,2472.71,Stayed
Female,"(55, 65]",No,0,37.257063,-121.923037,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,Yes,No,1062.5,5220.25,Stayed
Male,"(55, 65]",Yes,1+,33.631119,-117.567346,2+,7,Offer E,Yes,5.17,No,Yes,Cable,51.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,No,No,36.19,552.34,Stayed
Male,"(65, 100]",No,0,40.346634,-120.386422,0,16,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,1261.35,No,No,352.32,1613.67,Stayed
Male,"(25, 35]",No,0,33.680302,-117.833296,0,21,Offer D,Yes,16.16,No,Yes,DSL,42.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.35,1424.4,No,No,339.36,1763.76,Stayed
Male,"(45, 55]",Yes,0,39.58458,-121.093256,1,2,Offer E,Yes,46.92,No,Yes,Fiber Optic,7.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.0,190.05,No,No,93.84,283.89,Churned
Female,"(45, 55]",Yes,1+,34.044271,-118.185237,2+,72,Offer A,No,25.584371102988605,Yes,Yes,DSL,53.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.65,3784.0,No,No,0.0,3784.0,Stayed
Male,"(45, 55]",No,0,33.8681,-118.067402,0,45,Offer B,Yes,25.4,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,930.45,No,No,1143.0,2073.45,Churned
Female,"(45, 55]",Yes,0,39.134075,-123.23422,2+,69,Offer A,Yes,45.35,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.15,6875.35,No,No,3129.15,10004.5,Stayed
Male,"(25, 35]",No,0,36.414611,-121.6386,0,1,Offer E,Yes,21.8,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.25,74.25,No,No,21.8,96.05,Churned
Female,"(35, 45]",No,0,37.828416,-122.216005,0,32,Offer C,Yes,40.26,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,No,No,1288.32,4070.17,Churned
Male,"(45, 55]",No,0,38.731771,-123.064272,0,26,Offer C,Yes,29.72,No,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-2.0,2184.6,No,No,772.72,2957.32,Stayed
Male,"(18, 25]",Yes,0,34.17051,-118.289463,2+,61,Offer B,Yes,19.27,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,1252.0,No,No,1175.47,2427.47,Stayed
Female,"(65, 100]",Yes,0,37.435664,-121.049056,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,No,No,121.8,3351.2,Churned
Female,"(45, 55]",No,0,34.072945,-118.37267,0,49,Offer B,Yes,27.2,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,No,No,1332.8,5239.5,Stayed
Female,"(35, 45]",No,0,36.974575,-121.991149,0,37,Offer C,Yes,42.41,Yes,Yes,DSL,4.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,No,Yes,1569.17,4576.12,Stayed
Male,"(55, 65]",No,0,32.957195,-117.202542,0,1,Offer E,Yes,38.66,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,No,No,38.66,107.76,Churned
Male,"(25, 35]",Yes,0,37.270938,-121.851046,0,60,Offer B,Yes,10.05,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,No,No,603.0,6670.4,Stayed
Male,"(18, 25]",No,1+,40.877552,-121.885884,0,5,Offer E,Yes,29.15,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,106.9,No,No,145.75,252.65,Stayed
Male,"(35, 45]",Yes,0,39.597975,-122.032248,2+,38,Offer C,Yes,12.71,Yes,Yes,Fiber Optic,9.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,No,No,482.98,3962.03,Stayed
Female,"(65, 100]",Yes,0,37.750778,-121.13238,2+,54,Offer B,Yes,23.94,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,18.95,1031.1,No,No,1292.76,2323.86,Stayed
Male,"(18, 25]",Yes,0,40.021787,-122.127576,2+,51,Offer B,Yes,6.89,No,Yes,Cable,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,No,No,351.39,4658.49,Stayed
Female,"(35, 45]",No,0,40.586588,-122.903677,0,2,Offer E,Yes,15.33,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.95,137.95,No,No,30.66,168.61,Churned
Male,"(45, 55]",No,0,37.871416,-122.246597,0,15,Offer D,Yes,5.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,304.6,No,No,83.1,387.7,Stayed
Female,"(55, 65]",No,0,39.176595,-121.291692,0,27,Offer C,Yes,15.41,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.6,561.15,Yes,No,416.07,964.15,Stayed
Male,"(18, 25]",No,0,37.653947,-118.231443,0,1,Offer E,Yes,14.26,No,Yes,Fiber Optic,46.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,88.35,No,No,14.26,102.61,Churned
Male,"(65, 100]",No,0,33.200369,-116.192313,0,24,Offer C,Yes,8.66,Yes,Yes,Cable,27.0,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,1291.3,No,Yes,207.84,1609.14,Stayed
Male,"(35, 45]",Yes,1+,33.543835,-115.993906,0,10,Offer D,Yes,37.59,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,No,No,375.9,618.3,Stayed
Male,"(45, 55]",Yes,1+,36.636638,-119.421842,2+,6,Offer E,Yes,36.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,122.9,No,No,219.24,342.14,Stayed
Male,"(18, 25]",Yes,1+,37.394411,-120.127262,0,71,Offer A,Yes,25.45,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8175.9,No,No,1806.95,9982.85,Stayed
Male,"(25, 35]",Yes,1+,34.130861,-118.68346,2+,66,Offer A,Yes,42.84,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.7,1714.55,No,No,2827.44,4541.99,Stayed
Male,"(18, 25]",No,0,32.673483,-116.472863,0,35,Offer C,Yes,38.38,No,Yes,DSL,82.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,2021.2,No,No,1343.3,3364.5,Stayed
Male,"(25, 35]",Yes,0,38.34719,-122.697822,2+,6,Offer E,Yes,8.59,Yes,Yes,Fiber Optic,28.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,Yes,No,51.54,462.84,Churned
Male,"(65, 100]",No,0,35.957019,-119.330928,0,65,Offer B,Yes,44.23,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,No,No,2874.95,10121.1,Stayed
Female,"(18, 25]",Yes,0,40.809636,-124.189977,2+,15,Offer D,Yes,30.09,No,Yes,Fiber Optic,71.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1114.55,No,No,451.35,1565.9,Stayed
Male,"(65, 100]",Yes,0,34.757783,-117.33997,2+,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,No,No,2845.65,8097.4,Stayed
Male,"(25, 35]",Yes,1+,33.956445,-118.358634,2+,22,Offer D,Yes,27.91,No,Yes,Cable,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,1232.9,No,No,614.02,1846.92,Stayed
Male,"(45, 55]",No,0,38.672638,-121.147403,0,28,Offer C,Yes,13.69,No,Yes,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.65,No,No,383.32,2866.97,Stayed
Female,"(55, 65]",Yes,0,37.601248,-122.403099,2+,11,Offer D,Yes,26.88,Yes,Yes,Fiber Optic,19.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.2,1222.05,No,No,295.68,1517.73,Churned
Male,"(55, 65]",No,0,32.830852,-116.444601,0,24,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,No,Yes,315.12,2443.92,Stayed
Male,"(35, 45]",Yes,0,33.897122,-118.164432,2+,36,Offer C,No,25.584371102988605,No,Yes,Cable,23.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,35.35,1317.95,No,No,0.0,1317.95,Stayed
Male,"(65, 100]",Yes,0,38.581354,-122.296283,2+,67,Offer A,Yes,42.07,No,Yes,Cable,12.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.95,4119.4,Yes,No,2818.69,6920.9,Stayed
Male,"(18, 25]",No,0,33.833699,-118.314387,0,21,Offer D,Yes,12.76,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,No,No,267.96,2120.81,Churned
Male,"(45, 55]",Yes,1+,39.075694,-121.70606,0,66,Offer A,No,25.584371102988605,Yes,Yes,DSL,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632.0,Yes,No,0.0,3585.25,Stayed
Male,"(55, 65]",Yes,0,33.362575,-117.299644,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,No,No,44.73,119.33,Churned
Male,"(25, 35]",No,0,37.808731,-122.238708,0,4,Offer E,No,25.584371102988605,No,Yes,DSL,13.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,No,No,0.0,162.45,Stayed
Male,"(55, 65]",No,0,39.07116,-122.598542,0,2,Offer E,Yes,11.75,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,No,No,23.5,140.15,Churned
Female,"(35, 45]",No,0,37.774633,-122.274434,0,12,Offer D,Yes,18.12,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,246.25,No,No,217.44,463.69,Stayed
Male,"(55, 65]",Yes,0,34.14649,-117.849815,1,7,Offer E,Yes,21.09,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,150.0,No,No,147.63,297.63,Stayed
Female,"(55, 65]",No,0,38.888351,-123.239647,0,1,Offer E,No,25.584371102988605,No,Yes,DSL,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35.05,35.05,No,No,0.0,35.05,Churned
Female,"(55, 65]",Yes,1+,37.99272,-122.575026,1,13,Offer D,Yes,16.4,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,254.5,No,No,213.2,467.7,Stayed
Female,"(18, 25]",Yes,0,32.677716,-117.047666,1,15,Offer D,Yes,12.27,No,Yes,Fiber Optic,76.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,No,No,184.05,1574.65,Churned
Male,"(65, 100]",No,0,37.980269,-122.342635,0,2,Offer E,Yes,43.66,No,Yes,DSL,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,No,No,87.32,179.97,Churned
Male,"(65, 100]",Yes,0,33.679659,-118.016195,1,16,Offer D,Yes,45.9,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,No,No,734.4,1902.2,Churned
Male,"(65, 100]",Yes,0,34.146635,-118.139225,2+,65,Offer B,Yes,32.08,Yes,Yes,Fiber Optic,8.0,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,No,No,2085.2,8759.85,Stayed
Male,"(65, 100]",Yes,0,35.050345,-120.489599,2+,32,Offer C,Yes,7.92,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,No,No,253.44,3774.19,Churned
